Name,lattitude,Temperature,Humidity,Cloudiness,Windspeed
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
